"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"498","Jamie McBain","CAR","D","40","736.96666666667","1","7","3","4","8","24.24","46","2.17","1.6","101","62","21","2","1","8","12","5","5","0","0","7","18","8","22","50","63","0","0","-"
"558","Brendan Smith","DET","D","34","625.63333333333","0","8","1","7","8","50.00","33","0.00","1.57","87","50","20","5","1","2","36","15","13","2","0","16","27","10","20","86","35","0","0","-"
"582","Joakim Andersson","DET","C","38","459.25","3","5","4","1","8","50.00","43","6.98","3.92","68","57","42","28","2","6","8","4","4","0","0","4","16","4","17","38","12","144","166","46.45"
"593","Jay Beagle","WSH","C","48","581.03333333333","2","6","3","3","8","61.54","56","3.57","5.85","97","80","63","32","2","8","14","7","7","0","0","2","12","18","55","40","23","249","195","56.08"
"594","Michael Kostka","TOR","D","35","772.78333333333","0","8","4","4","8","29.63","49","0.00","2.1","121","80","25","1","1","7","27","12","11","1","0","5","31","12","49","68","66","0","0","-"
"610","Tyler Myers","BUF","D","39","831.23333333333","3","5","3","2","8","29.63","48","6.25","2.64","102","67","29","6","5","2","32","15","15","0","0","5","30","11","58","57","56","0","0","-"
"614","Luca Sbisa","ANA","D","41","813.2","1","7","3","4","8","23.53","39","2.56","2.19","100","59","25","10","2","7","23","10","9","1","0","5","13","10","99","115","57","0","0","-"
"740","Brenden Dillon","DAL","D","48","1026.2333333333","3","5","1","4","8","22.86","75","4.00","3.25","161","111","36","10","1","15","65","24","20","3","1","13","20","8","133","86","74","0","0","-"
"747","Erik Gustafsson","PHI","D","27","543.98333333333","3","5","4","1","8","40.00","36","8.33","1.46","75","46","14","3","0","5","2","1","1","0","0","2","16","7","15","46","39","0","1","0.00"
"752","Mats Zuccarello","NYR","R","15","246.36666666667","3","5","4","1","8","42.11","27","11.11","3.02","52","38","28","14","1","4","8","4","4","0","0","3","5","6","27","14","15","0","4","0.00"
"782","Mikael Granlund","MIN","C","27","355.81666666667","2","6","4","2","8","72.73","36","5.56","2.95","58","47","34","16","1","3","6","3","3","0","0","3","10","8","15","42","8","97","109","47.09"
"27","Wade Redden","BOS, STL","D","29","437.13333333333","3","4","2","2","7","33.33","28","10.71","1.41","68","46","17","1","1","4","11","4","3","1","0","2","5","7","16","40","30","0","0","-"
"56","Shawn Thornton","BOS","L","45","364.76666666667","3","4","1","3","7","70.00","55","5.45","3.62","98","72","41","16","0","5","60","14","5","8","1","12","3","11","77","37","13","7","10","41.18"
"174","David Steckel","ANA, TOR","C","34","315.01666666667","1","6","4","2","7","77.78","23","4.35","2.33","38","34","19","10","2","1","4","2","2","0","0","3","5","6","41","30","21","175","146","54.52"
"287","Colin Fraser","L.A","C","34","318.6","2","5","4","1","7","77.78","19","10.53","2.71","40","27","21","13","1","3","25","8","5","3","0","8","1","7","71","36","11","78","90","46.43"
"361","Ryan Jones","EDM","L","27","350.38333333333","2","5","3","2","7","77.78","38","5.26","3.4","63","50","40","20","2","3","17","7","6","1","0","8","12","10","55","31","13","2","7","22.22"
"413","Marc-Edouard Vlasic","S.J","D","48","999.86666666667","3","4","2","2","7","18.42","59","5.08","3","138","90","27","7","0","11","12","6","6","0","0","12","34","10","27","81","81","0","0","-"
"418","Kris Russell","STL","D","33","529.6","1","6","3","3","7","30.43","41","2.44","1.3","78","56","18","3","1","4","9","3","2","1","0","4","8","10","26","30","57","0","0","-"
"445","Anton Stralman","NYR","D","48","866.3","4","3","2","1","7","16.28","66","6.06","3.25","149","90","39","7","3","7","16","8","8","0","0","5","19","8","75","107","42","0","1","0.00"
"463","Mike Weber","BUF","D","42","771.26666666667","1","6","1","5","7","28.00","25","4.00","0.8","59","38","11","0","4","2","70","23","19","2","2","9","25","5","122","52","92","0","0","-"
"511","Victor Bartley","NSH","D","24","469.01666666667","0","7","4","3","7","46.67","19","0.00","1.33","52","34","16","5","2","0","6","3","3","0","0","3","15","11","35","41","28","0","0","-"
"538","Justin Braun","S.J","D","41","770.85","0","7","3","4","7","33.33","48","0.00","2.61","139","83","26","3","1","6","6","3","3","0","0","6","24","12","53","77","51","0","0","-"
"547","Keith Aulie","T.B","D","45","576.85","2","5","3","2","7","30.43","37","5.41","1.11","76","49","14","3","0","3","60","20","15","4","1","8","8","5","91","62","42","0","0","-"
"580","Jonathon Blum","NSH","D","35","500.48333333333","1","6","3","3","7","43.75","26","3.85","1.96","55","35","18","4","0","6","6","3","3","0","0","2","12","10","32","41","44","0","0","-"
"595","Davis Drewiske","L.A, MTL","D","29","440.73333333333","2","5","2","3","7","46.67","28","7.14","1.24","74","44","16","3","0","7","14","7","7","0","0","2","12","1","21","63","35","1","0","100.00"
"639","Tomas Kundratek","WSH","D","25","403.63333333333","1","6","3","3","7","46.67","23","4.35","1.72","63","35","20","4","0","5","8","4","4","0","0","5","10","5","21","53","23","0","0","-"
"665","Dalton Prout","CBJ","D","28","518.8","1","6","0","6","7","31.82","16","6.25","0.68","49","30","12","0","0","4","25","8","5","3","0","5","15","6","51","49","40","0","0","-"
"683","Simon Despres","PIT","D","33","498.83333333333","2","5","3","2","7","26.92","33","6.06","1.32","62","42","21","3","1","3","20","10","10","0","0","1","16","4","48","53","31","0","0","-"
"687","Alex Chiasson","DAL","R","7","98.566666666667","6","1","1","0","7","100.00","13","46.15","1.49","20","16","13","10","0","2","0","0","0","0","0","0","0","1","10","12","2","5","13","27.78"
"707","John Moore","CBJ, NYR","D","30","399.81666666667","1","6","4","2","7","41.18","29","3.45","1.17","67","41","15","2","1","3","7","2","1","1","0","2","4","3","38","43","32","0","0","-"
"709","Taylor Beck","NSH","L","16","257.5","3","4","2","2","7","58.33","39","7.69","2.88","64","49","30","11","2","3","2","1","1","0","0","2","5","3","13","23","11","6","3","66.67"
"710","Tomas Tatar","DET","L","18","204.73333333333","4","3","2","1","7","77.78","32","12.50","3.27","57","43","27","11","2","5","4","2","2","0","0","5","2","5","9","17","5","1","0","100.00"
"729","Roman Horak","CGY","C","20","290.55","2","5","3","2","7","63.64","28","7.14","2.62","48","39","32","13","3","0","2","1","1","0","0","2","5","12","18","15","13","93","112","45.37"
"751","Christopher Tanev","VAN","D","38","656.98333333333","2","5","1","4","7","35.00","20","10.00","1.07","58","34","18","1","1","2","10","5","5","0","0","8","14","13","14","115","61","0","0","-"
"47","Toni Lydman","ANA","D","35","678.55","0","6","3","3","6","28.57","28","0.00","1.73","61","41","19","3","2","5","12","6","6","0","0","0","19","6","83","42","76","0","0","-"
"76","Brad Stuart","S.J","D","48","982.25","0","6","2","4","6","17.14","39","0.00","1.84","131","69","28","2","5","11","23","10","9","1","0","10","27","15","87","114","89","0","0","-"
"77","Bryan Allen","ANA","D","41","768.28333333333","0","6","1","5","6","24.00","25","0.00","1.46","90","54","15","3","1","2","32","13","11","2","0","8","22","4","63","77","66","0","0","-"
"85","John Erskine","WSH","D","30","553.86666666667","3","3","1","2","6","24.00","32","9.38","0.98","68","42","9","1","0","5","34","10","7","2","1","6","28","4","91","35","62","0","0","-"
"123","Douglas Murray","PIT, S.J","D","43","756.21666666667","1","5","1","4","6","35.29","27","3.70","1.12","81","50","13","1","0","2","35","13","10","3","0","9","10","10","89","70","98","0","0","-"
"124","Jerred Smithson","EDM, FLA","C","45","479.73333333333","3","3","3","0","6","66.67","29","10.34","3.2","48","38","29","13","2","2","12","6","6","0","0","6","7","8","96","30","30","265","213","55.44"
"151","Travis Moen","MTL","L","45","524.46666666667","2","4","2","2","6","66.67","32","6.25","3.29","66","54","39","20","3","5","32","10","6","4","0","11","11","2","82","58","22","4","6","40.00"
"152","Greg Zanon","COL","D","44","850.53333333333","0","6","3","3","6","30.00","40","0.00","1.08","86","60","11","1","1","3","28","14","14","0","0","3","16","14","65","47","124","0","0","-"
"155","Deryk Engelland","PIT","D","42","584.63333333333","0","6","2","4","6","26.09","31","0.00","0.73","57","39","8","0","0","4","54","18","12","6","0","13","16","7","70","56","57","0","0","-"
"233","Johnny Boychuk","BOS","D","44","898","1","5","3","2","6","17.65","75","1.33","3.02","152","106","37","5","3","6","12","6","6","0","0","7","15","4","79","111","87","0","0","-"
"290","Ryan O'Byrne","COL, TOR","D","42","778.31666666667","2","4","1","3","6","22.22","26","7.69","1.18","72","48","13","2","1","1","60","22","19","2","1","5","20","10","104","55","69","0","0","-"
"294","Paul Bissonnette","PHX","L","28","151.88333333333","0","6","3","3","6","66.67","13","0.00","1.13","23","20","15","8","0","0","36","9","3","6","0","10","1","1","36","28","8","0","0","-"
"301","Brad Richardson","L.A","R","16","174.38333333333","1","5","2","3","6","100.00","27","3.70","2.53","52","39","31","11","3","4","10","5","5","0","0","4","3","6","22","28","3","27","29","48.21"
"303","Bruno Gervais","PHI","D","37","633.73333333333","1","5","1","4","6","33.33","49","2.04","1.96","115","70","25","4","1","4","10","5","5","0","0","2","22","7","25","62","41","0","0","-"
"338","Mark Fistric","EDM","D","25","383.33333333333","0","6","4","2","6","46.15","9","0.00","0.47","32","23","8","2","0","4","32","12","11","0","1","12","14","6","88","30","53","0","0","-"
"350","Nick Johnson","PHX","R","17","169.25","4","2","2","0","6","75.00","23","17.39","2.16","37","31","24","15","1","3","0","0","0","0","0","4","1","6","13","17","1","0","3","0.00"
"374","Roman Polak","STL","D","48","884.18333333333","1","5","1","4","6","24.00","39","2.56","1.55","100","69","18","0","1","1","48","17","14","2","1","10","8","8","110","42","78","0","0","-"
"378","Matt Hunwick","COL","D","43","925.38333333333","0","6","3","3","6","16.67","57","0.00","1.88","112","69","30","9","2","6","16","8","8","0","0","6","22","30","40","66","59","0","0","-"
"383","Adam Cracknell","STL","R","20","172.28333333333","2","4","2","2","6","100.00","21","9.52","1.83","39","29","18","9","0","3","4","2","2","0","0","2","1","6","22","29","7","6","19","24.00"
"427","Jared Boll","CBJ","R","43","347.55","2","4","3","1","6","60.00","19","10.53","1.21","39","28","17","7","1","1","100","24","10","12","2","25","6","1","80","58","7","4","5","44.44"
"435","Mark Fayne","N.J","D","31","561.03333333333","1","5","2","3","6","31.58","34","2.94","1.01","84","50","16","0","1","3","16","8","8","0","0","2","10","6","25","46","40","0","0","-"
"436","Ryan Reaves","STL","R","43","319.41666666667","4","2","1","1","6","75.00","24","16.67","2.32","34","28","22","16","3","4","79","21","12","7","2","15","5","9","135","32","7","3","0","100.00"
"440","Matt D'Agostini","N.J, STL","R","29","357.13333333333","3","3","2","1","6","50.00","33","9.09","1.88","64","46","27","5","2","2","8","4","4","0","0","10","6","6","21","55","12","5","13","27.78"
"471","Eric Gryba","OTT","D","33","669.15","2","4","2","2","6","33.33","51","3.92","2.02","95","69","23","2","1","4","26","13","13","0","0","4","32","10","89","89","37","0","0","-"
"507","Bobby Sanguinetti","CAR","D","37","545.85","2","4","3","1","6","30.00","48","4.17","1.99","93","64","25","3","2","13","4","2","2","0","0","8","12","12","50","62","40","0","1","0.00"
"512","David Schlemko","PHX","D","30","516.51666666667","1","5","0","5","6","26.09","35","2.86","2.11","82","58","13","5","1","6","12","6","6","0","0","3","6","5","38","55","57","0","0","-"
"513","Andrew Ebbett","VAN","C","28","345.06666666667","1","5","4","1","6","60.00","23","4.35","2.04","45","32","18","11","2","2","4","2","2","0","0","2","8","7","17","28","15","106","161","39.70"
"536","Jim O'Brien","OTT","C","29","331.31666666667","5","1","1","0","6","85.71","38","13.16","2.85","63","51","29","12","1","3","8","4","4","0","0","3","6","9","30","37","13","100","119","45.66"
"572","Dustin Jeffrey","PIT","L","24","276.31666666667","3","3","2","1","6","75.00","26","11.54","2.25","48","38","27","7","3","0","2","1","1","0","0","3","5","2","6","8","5","94","106","47.00"
"599","Ville Leino","BUF","L","8","126.43333333333","2","4","1","3","6","100.00","11","18.18","0.9","16","12","9","6","1","0","6","3","3","0","0","0","2","1","5","16","2","4","6","40.00"
"642","Dale Weise","VAN","R","40","382.21666666667","3","3","2","1","6","100.00","35","8.57","3.2","55","46","33","15","3","2","43","11","4","7","0","14","5","8","84","41","13","1","7","12.50"
"645","Gustav Nyquist","DET","R","22","286.86666666667","3","3","2","1","6","66.67","46","6.52","5.28","88","72","57","28","4","10","6","3","3","0","0","5","3","19","2","24","3","1","3","25.00"
"651","Mark Olver","COL","C","32","289.35","4","2","2","0","6","85.71","33","12.12","3.12","49","40","32","16","2","5","6","3","3","0","0","3","10","9","28","22","17","59","83","41.55"
"666","Jordie Benn","DAL","D","26","450.21666666667","1","5","3","2","6","40.00","31","3.23","1.45","79","49","13","3","4","7","10","5","5","0","0","3","21","8","25","53","31","0","0","-"
"671","Tyler Johnson","T.B","C","14","183.03333333333","3","3","2","1","6","75.00","11","27.27","1.21","28","20","18","9","3","0","4","2","2","0","0","3","4","2","18","8","4","72","49","59.50"
"699","Ryan Ellis","NSH","D","32","524.13333333333","2","4","3","1","6","33.33","48","4.17","2.18","82","60","23","3","0","1","15","6","5","1","0","9","12","8","22","53","29","0","0","-"
"736","Jordan Nolan","L.A","C","44","372.81666666667","2","4","3","1","6","60.00","23","8.70","2.24","44","32","23","8","0","3","46","14","8","6","0","13","10","7","72","56","5","0","8","0.00"
"807","Adam Larsson","N.J","D","37","669.75","0","6","3","3","6","22.22","30","0.00","0.86","68","40","12","1","2","2","12","6","6","0","0","7","22","17","37","63","49","0","0","-"
"3","Alex Kovalev","FLA","R","14","218.58333333333","2","3","2","1","5","50.00","21","9.52","1.99","44","31","24","7","0","0","6","3","3","0","0","2","4","3","7","23","5","1","2","33.33"
"38","Marty Reasoner","NYI","C","31","348","0","5","2","3","5","55.56","34","0.00","3.4","54","42","41","21","3","3","4","2","2","0","0","6","1","14","21","32","14","157","142","52.51"
"137","Anton Volchenkov","N.J","D","37","593.95","1","4","1","3","5","27.78","38","2.63","1.34","77","57","9","3","0","3","37","13","11","1","1","5","10","7","51","61","50","0","0","-"
"144","Kurtis Foster","PHI","D","23","301.1","1","4","2","2","5","31.25","21","4.76","0.75","52","34","11","3","1","5","25","7","5","1","1","1","3","3","16","23","16","0","0","-"
"157","Paul Gaustad","NSH","C","23","350.1","2","3","1","2","5","83.33","35","5.71","2.61","53","43","20","10","2","0","20","10","10","0","0","5","5","10","40","18","19","268","181","59.69"
"158","Antti Miettinen","WPG","R","22","278.28333333333","3","2","0","2","5","41.67","26","11.54","2.98","46","36","28","16","1","2","2","1","1","0","0","0","2","2","29","20","7","0","4","0.00"
"161","Jason Spezza","OTT","C","5","95.883333333333","2","3","2","1","5","83.33","12","16.67","0.93","23","16","4","1","0","1","2","1","1","0","0","0","3","5","0","1","2","68","51","57.14"
"172","Colby Armstrong","MTL","R","37","414.48333333333","2","3","2","1","5","50.00","33","6.06","2.51","54","45","28","18","1","2","10","5","5","0","0","11","8","10","36","51","21","9","12","42.86"
"176","Tim Jackman","CGY","R","42","319.18333333333","1","4","4","0","5","83.33","42","2.38","4.1","72","58","44","21","3","4","76","18","8","8","2","15","7","6","98","41","17","11","13","45.83"
"218","Scottie Upshall","FLA","R","27","364.48333333333","4","1","1","0","5","71.43","54","7.41","5.24","84","73","46","28","5","5","25","10","9","1","0","12","8","13","38","44","6","9","5","64.29"
"251","Aaron Rome","DAL","D","27","414.01666666667","0","5","3","2","5","33.33","15","0.00","0.52","40","21","6","1","1","4","18","9","9","0","0","4","9","2","43","46","32","0","0","-"
"262","Braydon Coburn","PHI","D","33","746.33333333333","1","4","3","1","5","21.74","38","2.63","2.09","102","67","20","6","1","5","41","19","18","1","0","4","31","12","76","39","61","0","0","-"
"275","Brian Boyle","NYR","C","38","540.21666666667","2","3","2","1","5","55.56","56","3.57","5.93","107","85","65","28","4","3","29","13","12","1","0","10","7","12","145","53","30","215","166","56.43"
"362","Patrick Bordeleau","COL","L","46","286.21666666667","2","3","1","2","5","71.43","24","8.33","2.01","40","33","19","12","2","5","70","22","15","6","1","7","2","4","116","37","3","0","2","0.00"
"442","Joe Vitale","PIT","C","33","314.05","2","3","2","1","5","83.33","26","7.69","2.65","43","38","24","16","2","3","17","7","6","1","0","6","1","8","45","37","19","157","100","61.09"
"456","Peter Harrold","N.J","D","23","405.53333333333","2","3","2","1","5","45.45","36","5.56","1.92","68","49","13","3","0","3","6","3","3","0","0","3","7","5","21","41","10","0","0","-"
"515","Frazer McLaren","S.J, TOR","L","36","187.35","3","2","1","1","5","83.33","20","15.00","1.15","26","22","15","6","1","0","102","21","6","12","3","15","5","1","53","26","9","4","7","36.36"
"530","Karl Alzner","WSH","D","48","1005.8666666667","1","4","1","3","5","16.13","39","2.56","1.54","98","68","19","3","1","7","14","7","7","0","0","5","23","10","45","96","85","0","0","-"
"571","Drayson Bowman","CAR","L","37","432.98333333333","3","2","1","1","5","45.45","68","4.41","5.62","116","92","61","30","7","7","17","7","6","1","0","10","7","21","55","53","14","4","6","40.00"
"581","Alec Martinez","L.A","D","27","432.61666666667","1","4","0","4","5","50.00","30","3.33","1.49","68","48","13","1","1","1","10","5","5","0","0","1","13","2","31","56","31","0","0","-"
"598","Chris Mueller","NSH","C","18","192.71666666667","2","3","1","2","5","71.43","22","9.09","2.69","31","29","23","14","0","1","6","3","3","0","0","1","1","5","14","18","15","92","93","49.73"
"641","David Ullstrom","NYI","L","20","189.96666666667","2","3","2","1","5","62.50","28","7.14","3.88","51","43","37","19","2","5","6","3","3","0","0","3","5","3","23","27","1","10","8","55.56"
"644","James Wright","WPG","C","38","440.76666666667","2","3","1","2","5","38.46","32","6.25","2.45","56","42","26","14","3","2","31","7","3","3","1","14","4","12","43","62","17","22","24","47.83"
"652","Philip Larsen","DAL","D","32","476.16666666667","2","3","1","2","5","41.67","30","6.67","1.24","64","39","17","2","3","3","18","8","8","0","0","2","11","3","50","40","18","0","0","-"
"659","Zac Rinaldo","PHI","C","32","268.15","3","2","2","0","5","83.33","15","20.00","2.18","25","23","16","7","0","1","85","23","15","5","3","27","2","4","143","63","12","1","1","50.00"
"672","Brian Lashoff","DET","D","31","551.28333333333","1","4","2","2","5","45.45","26","3.85","0.77","49","36","4","1","1","3","15","6","5","1","0","0","11","3","44","29","43","0","0","-"
"679","Tim Erixon","CBJ","D","31","486.58333333333","0","5","3","2","5","21.74","21","0.00","1.02","61","34","17","1","0","1","14","7","7","0","0","4","11","0","20","35","35","0","0","-"
"702","Peter Holland","ANA","C","21","243.38333333333","3","2","2","0","5","45.45","26","11.54","2.71","50","38","26","14","2","2","4","2","2","0","0","1","8","7","17","18","8","89","114","43.84"
"741","Radko Gudas","T.B","D","22","373.83333333333","2","3","1","2","5","29.41","31","6.45","1.11","62","42","9","1","0","0","38","12","9","2","1","8","17","5","87","44","28","0","0","-"
"753","Jason Zucker","MIN","L","20","225.3","4","1","0","1","5","50.00","34","11.76","3.36","58","48","38","16","3","2","8","4","4","0","0","4","7","4","11","24","5","0","1","0.00"
"754","Tyler Toffoli","L.A","C","10","119.78333333333","2","3","1","2","5","62.50","20","10.00","1.89","38","29","20","9","4","0","2","1","1","0","0","0","2","3","4","17","1","0","0","-"
"772","Tye McGinn","PHI","L","18","228.95","3","2","0","2","5","50.00","33","9.09","3.27","51","41","31","15","0","6","19","4","1","3","0","9","2","6","19","23","1","0","0","-"
"780","Mark Pysyk","BUF","D","19","309.28333333333","1","4","2","2","5","83.33","21","4.76","0.79","41","29","4","1","1","3","0","0","0","0","0","3","9","3","6","16","9","0","0","-"
"834","Mikhail Grigorenko","BUF","C","25","255.88333333333","1","4","3","1","5","55.56","31","3.23","3.03","56","42","36","10","7","2","0","0","0","0","0","2","6","7","2","11","2","57","92","38.26"
"8","Adrian Aucoin","CBJ","D","36","588","0","4","2","2","4","30.77","26","0.00","0.58","65","38","3","0","1","3","16","8","8","0","0","3","8","4","43","9","13","0","0","-"
"29","Radek Dvorak","ANA","R","9","118.2","4","0","0","0","4","100.00","17","23.53","1.85","23","22","15","11","1","0","2","1","1","0","0","0","4","4","2","9","1","0","2","0.00"
"65","Henrik Tallinder","N.J","D","25","439.26666666667","1","3","1","2","4","33.33","22","4.55","0.91","76","36","15","1","0","3","10","5","5","0","0","3","7","6","15","52","15","0","0","-"
"79","Mike Rupp","MIN, NYR","L","40","334.26666666667","1","3","2","1","4","66.67","29","3.45","2.22","49","39","28","13","2","7","79","16","7","5","4","10","5","6","48","33","9","16","11","59.26"
"81","Robyn Regehr","BUF, L.A","D","41","796.26666666667","0","4","1","3","4","16.67","27","0.00","0.91","68","51","7","0","2","1","23","10","9","1","0","5","21","1","100","71","69","0","0","-"
"112","Adam Hall","CAR, PHI, T.B","R","37","389.68333333333","0","4","3","1","4","50.00","34","0.00","2.46","52","47","28","9","4","2","23","6","4","1","1","7","6","11","59","29","26","141","110","56.18"
"159","Colton Orr","TOR","R","44","281.16666666667","1","3","2","1","4","44.44","13","7.69","1.13","24","16","16","6","1","1","155","34","15","13","6","14","5","4","78","33","17","0","1","0.00"
"162","Stephen Weiss","FLA","C","17","313.83333333333","1","3","2","1","4","57.14","19","5.26","1.57","40","26","17","4","0","2","25","7","5","1","1","4","2","13","6","23","10","141","135","51.09"
"179","Chris Thorburn","WPG","R","42","265.6","2","2","2","0","4","80.00","13","15.38","1.43","30","18","16","5","1","2","70","16","5","10","1","11","1","3","65","36","19","20","26","43.48"
"196","Brooks Laich","WSH","C","9","148.83333333333","1","3","2","1","4","66.67","10","10.00","0.95","29","15","15","7","2","0","6","3","3","0","0","1","5","2","14","13","6","41","40","50.62"
"207","Chad LaRose","CAR","R","35","449.66666666667","2","2","0","2","4","40.00","65","3.08","6.04","119","97","67","28","4","5","29","9","7","1","1","8","6","8","59","44","6","9","13","40.91"
"243","Ian White","DET","D","25","489.58333333333","2","2","1","1","4","21.05","27","7.41","1.57","86","54","21","2","1","4","4","2","2","0","0","2","8","1","14","17","32","1","0","100.00"
"272","Mark Stuart","WPG","D","42","701.55","2","2","1","1","4","17.39","40","5.00","1.56","115","66","17","2","0","7","53","18","14","3","1","9","16","5","111","92","81","0","0","-"
"291","Alexander Sulzer","BUF","D","17","280.91666666667","3","1","0","1","4","33.33","15","20.00","0.6","31","21","9","2","1","1","10","5","5","0","0","3","8","2","5","32","19","0","0","-"
"295","Corey Potter","EDM","D","33","575.98333333333","3","1","1","0","4","18.18","36","8.33","1.76","84","55","27","2","0","4","6","3","3","0","0","4","20","8","50","41","36","0","0","-"
"298","Tyson Strachan","FLA","D","38","720.45","0","4","2","2","4","20.00","42","0.00","1.82","95","61","18","7","0","7","40","10","5","4","1","9","8","11","110","94","62","0","0","-"
"314","Shane O'Brien","COL","D","28","434.08333333333","0","4","2","2","4","22.22","28","0.00","1.27","66","40","11","2","0","5","60","18","15","0","3","7","11","9","42","25","36","0","0","-"
"330","Ladislav Smid","EDM","D","48","975.3","1","3","0","3","4","12.12","30","3.33","1.64","72","52","13","3","1","3","53","21","19","1","1","8","23","8","151","54","119","0","0","-"
"341","Chris Bourque","BOS","L","18","217.36666666667","1","3","1","2","4","66.67","24","4.17","2.46","44","35","20","10","1","2","6","3","3","0","0","3","4","6","25","27","7","0","1","0.00"
"346","Nicklas Grossmann","PHI","D","30","549.98333333333","1","3","3","0","4","25.00","21","4.76","1.07","56","35","14","4","1","2","21","9","8","1","0","5","17","6","81","44","82","0","0","-"
"366","Kris Versteeg","FLA","R","10","168.83333333333","2","2","0","2","4","66.67","20","10.00","1.69","33","27","17","5","0","0","8","4","4","0","0","2","6","7","5","16","3","0","5","0.00"
"371","Adam Pardy","BUF","D","17","280.61666666667","0","4","1","3","4","36.36","6","0.00","0.28","17","11","6","1","1","1","14","7","7","0","0","3","13","3","24","33","16","0","0","-"
"373","Mike Santorelli","FLA, WPG","C","34","403.43333333333","2","2","2","0","4","50.00","35","5.71","2.83","83","54","37","10","3","3","2","1","1","0","0","2","3","6","12","44","3","56","38","59.57"
"415","Adam McQuaid","BOS","D","32","457.35","1","3","2","1","4","26.67","26","3.85","1.26","63","37","14","2","2","2","60","21","15","6","0","14","8","3","62","56","43","0","0","-"
"465","Erik Johnson","COL","D","31","643.36666666667","0","4","2","2","4","14.81","64","0.00","2.29","119","85","24","2","1","5","18","9","9","0","0","4","26","19","44","21","58","0","0","-"
"474","Kaspars Daugavins","BOS, OTT","L","25","275.36666666667","1","3","0","3","4","66.67","36","2.78","2.47","55","43","27","10","3","5","9","3","2","1","0","3","10","13","23","17","10","9","9","50.00"
"485","James Sheppard","S.J","C","32","375.98333333333","1","3","1","2","4","44.44","40","2.50","3.8","66","54","35","15","2","4","12","6","6","0","0","6","11","16","63","47","17","2","4","33.33"
"495","Brian Strait","NYI","D","19","325.93333333333","0","4","1","3","4","20.00","13","0.00","0.46","30","21","0","0","0","2","10","5","5","0","0","0","6","2","33","37","21","0","0","-"
"519","Kevin Westgarth","CAR","R","31","177.36666666667","2","2","1","1","4","80.00","16","12.50","1.8","31","25","17","11","1","3","45","12","5","7","0","8","7","4","28","20","1","0","3","0.00"
"537","Eric Tangradi","PIT, WPG","L","41","413.46666666667","1","3","2","1","4","44.44","48","2.08","5.36","86","69","55","24","5","7","22","4","1","2","1","7","8","8","87","54","22","0","2","0.00"
"554","Thomas Hickey","NYI","D","39","657.51666666667","1","3","1","2","4","14.29","40","2.50","2.62","95","55","22","9","2","5","8","4","4","0","0","5","17","13","27","76","47","0","0","-"
"561","Dana Tyrell","T.B","C","21","217.4","1","3","2","1","4","66.67","19","5.26","2.3","36","32","25","16","1","1","4","2","2","0","0","4","4","5","24","26","2","5","10","33.33"
"574","Robert Bortuzzo","PIT","D","15","199.36666666667","2","2","1","1","4","40.00","10","20.00","0.6","25","18","5","3","1","1","27","9","6","3","0","7","1","1","18","28","14","0","0","-"
"615","Jake Gardiner","TOR","D","12","245.76666666667","0","4","2","2","4","36.36","12","0.00","0.66","35","22","6","0","1","0","0","0","0","0","0","0","12","6","13","17","15","0","0","-"
"634","Jimmy Hayes","CHI","R","10","143.31666666667","1","3","2","1","4","44.44","13","7.69","1.11","21","18","13","5","1","0","0","0","0","0","0","2","2","3","11","13","9","4","3","57.14"
"661","Zach Redmond","WPG","D","8","156.63333333333","1","3","2","1","4","80.00","13","7.69","0.66","28","19","7","1","0","0","12","5","5","0","0","0","5","1","12","7","8","0","0","-"
"716","Stefan Elliott","COL","D","18","315.08333333333","1","3","3","0","4","30.77","35","2.86","1.46","78","49","23","3","1","1","2","1","1","0","0","0","6","8","10","21","18","0","0","-"
"730","Tomas Vincour","COL, DAL","C","17","150.63333333333","2","2","0","2","4","80.00","12","16.67","1.12","26","16","12","5","2","2","4","2","2","0","0","1","7","4","24","22","2","0","5","0.00"
"775","Erik Gudbranson","FLA","D","32","599.95","0","4","0","4","4","33.33","49","0.00","1.52","94","70","13","0","2","6","47","13","10","1","2","5","16","2","80","112","32","0","0","-"
"798","Ondrej Palat","T.B","L","14","164.26666666667","2","2","0","2","4","50.00","16","12.50","1.12","26","22","16","6","2","1","0","0","0","0","0","1","1","4","28","21","1","0","6","0.00"
"801","Jean-Gabriel Pageau","OTT","C","9","103.46666666667","2","2","2","0","4","80.00","14","14.29","1.33","24","17","14","9","1","1","0","0","0","0","0","1","2","1","11","14","3","40","42","48.78"
"816","J.T. Miller","NYR","L","26","351.61666666667","2","2","2","0","4","36.36","43","4.65","5.2","83","63","49","30","3","6","8","4","4","0","0","7","5","4","47","34","12","63","55","53.39"
"10","Todd Bertuzzi","DET","R","7","108.63333333333","2","1","0","1","3","60.00","10","20.00","0.62","17","13","10","1","0","1","2","1","1","0","0","1","4","0","6","5","1","0","0","-"
